id,persona,llama3.1:8b,mistral:7b,qwen2.5:72b,llama3.3:70b,mistral-large:123b,qwen2.5:7b
20,Russia,2.41 (± 1.51),2.00 (± 2.00),2.84 (± 0.47),2.00 (± 0.00),3.56 (± 0.88),3.62 (± 0.53)
20,Saudi Arabia,2.92 (± 1.69),1.00 (± 0.00),2.54 (± 0.58),1.54 (± 0.50),2.87 (± 1.06),3.50 (± 0.65)
20,South Africa,2.66 (± 1.48),1.00 (± 0.00),3.00 (± 0.00),2.00 (± 0.00),3.49 (± 0.70),3.86 (± 0.45)
20,Switzerland,2.04 (± 1.40),1.00 (± nan0),2.88 (± 0.33),2.00 (± 0.00),2.85 (± 0.61),3.82 (± 0.60)
20,UAE,2.40 (± 1.56),1.00 (± 0.00),2.90 (± 0.30),2.00 (± 0.00),2.83 (± 1.00),3.90 (± 0.55)
21,Argentina,4.88 (± 0.33),1.80 (± 1.69),4.10 (± 0.30),5.00 (± 0.00),4.39 (± 0.49),4.08 (± 0.40)
21,Belgium,4.84 (± 0.37),1.43 (± 1.13),4.04 (± 0.20),5.00 (± 0.00),4.20 (± 0.56),4.24 (± 0.52)
21,Chile,4.88 (± 0.33),1.00 (± 0.00),4.08 (± 0.27),5.00 (± 0.00),4.41 (± 0.59),4.16 (± 0.62)
21,Colombia,4.90 (± 0.30),1.00 (± 0.00),4.24 (± 0.43),5.00 (± 0.00),4.33 (± 0.53),4.24 (± 0.62)
21,Egypt,4.88 (± 0.33),2.00 (± 2.00),4.24 (± 0.43),5.00 (± 0.00),4.45 (± 0.55),4.00 (± 0.49)
21,France,4.82 (± 0.39),1.50 (± 1.27),4.06 (± 0.24),5.00 (± 0.00),4.33 (± 0.53),3.98 (± 0.44)
21,Ireland,4.90 (± 0.37),2.71 (± 2.14),4.04 (± 0.20),5.00 (± 0.00),4.41 (± 0.56),4.10 (± 0.65)
21,Japan,4.82 (± 0.44),1.56 (± 1.33),4.16 (± 0.37),5.00 (± 0.00),4.08 (± 0.78),4.08 (± 0.53)
21,Kenya,4.92 (± 0.27),1.57 (± 1.51),4.10 (± 0.31),5.00 (± 0.00),4.42 (± 0.63),4.22 (± 0.51)
21,Mexico,4.86 (± 0.35),1.00 (± 0.00),4.10 (± 0.31),5.00 (± 0.00),4.34 (± 0.85),4.29 (± 0.54)
21,Morocco,4.84 (± 0.37),1.00 (± 0.00),4.18 (± 0.39),5.00 (± 0.00),4.28 (± 0.79),4.04 (± 0.49)
21,New Zealand,4.94 (± 0.24),2.40 (± 1.95),4.06 (± 0.24),5.00 (± 0.00),4.41 (± 0.55),4.26 (± 0.69)
21,Nigeria,5.00 (± 0.00),1.00 (± 0.00),4.20 (± 0.40),5.00 (± 0.00),4.62 (± 0.49),4.24 (± 0.52)
21,Peru,4.94 (± 0.31),3.00 (± 2.31),4.22 (± 0.42),5.00 (± 0.00),4.39 (± 0.62),4.12 (± 0.82)
21,Russia,4.71 (± 0.54),1.00 (± 0.00),4.50 (± 0.51),5.00 (± 0.00),4.10 (± 0.45),4.36 (± 0.60)
21,Saudi Arabia,4.86 (± 0.40),2.00 (± 2.00),4.36 (± 0.48),5.00 (± 0.00),4.32 (± 0.76),4.34 (± 0.52)
21,South Africa,4.82 (± 0.44),1.00 (± 0.00),4.18 (± 0.39),5.00 (± 0.00),4.33 (± 0.57),4.22 (± 0.51)
21,Switzerland,4.86 (± 0.35),1.00 (± 0.00),4.24 (± 0.43),5.00 (± 0.00),4.46 (± 0.51),4.12 (± 0.66)
21,UAE,4.80 (± 0.40),1.80 (± 1.79),4.46 (± 0.50),5.00 (± 0.00),4.47 (± 0.51),4.18 (± 0.52)
22,Argentina,4.78 (± 0.55),2.80 (± 1.62),4.06 (± 0.24),5.00 (± 0.00),4.49 (± 0.51),3.78 (± 0.51)
22,Belgium,4.58 (± 0.54),3.23 (± 1.64),3.98 (± 0.14),5.00 (± 0.00),3.97 (± 0.54),3.60 (± 0.57)
22,Chile,4.76 (± 0.52),2.80 (± 1.48),4.18 (± 0.39),5.00 (± 0.00),4.27 (± 0.59),3.65 (± 0.52)
22,Colombia,4.65 (± 0.56),3.19 (± 1.60),4.12 (± 0.33),5.00 (± 0.00),4.43 (± 0.56),3.56 (± 0.69)
22,Egypt,4.88 (± 0.33),3.92 (± 0.95),4.66 (± 0.48),5.00 (± 0.00),4.59 (± 0.75),3.76 (± 0.59)
22,France,4.78 (± 0.42),4.00 (± 0.63),4.10 (± 0.30),5.00 (± 0.00),4.14 (± 0.57),3.54 (± 0.62)
22,Ireland,4.78 (± 0.42),4.50 (± 0.76),4.04 (± 0.20),5.00 (± 0.00),4.03 (± 0.62),3.68 (± 0.69)
22,Japan,4.69 (± 0.51),2.73 (± 2.00),4.10 (± 0.30),5.00 (± 0.00),4.12 (± 0.61),3.69 (± 0.77)
22,Kenya,4.68 (± 0.51),3.73 (± 1.49),4.15 (± 0.37),5.00 (± 0.00),4.58 (± 0.55),3.71 (± 0.54)
22,Mexico,4.76 (± 0.43),4.00 (± 1.05),4.16 (± 0.37),5.00 (± 0.00),4.32 (± 0.76),3.55 (± 0.79)
22,Morocco,4.62 (± 0.64),3.11 (± 1.83),4.56 (± 0.50),5.00 (± 0.00),4.57 (± 0.56),3.65 (± 0.63)
22,New Zealand,4.74 (± 0.60),3.12 (± 1.89),4.10 (± 0.30),5.00 (± 0.00),3.73 (± 0.51),3.62 (± 0.49)
22,Nigeria,4.67 (± 0.47),4.45 (± 1.21),4.18 (± 0.39),5.00 (± 0.00),4.50 (± 0.55),3.74 (± 0.63)
22,Peru,4.81 (± 0.39),2.83 (± 2.04),4.24 (± 0.43),5.00 (± 0.00),4.51 (± 0.56),3.55 (± 0.65)
22,Russia,4.86 (± 0.35),3.50 (± 1.78),4.90 (± 0.30),5.00 (± 0.00),4.43 (± 0.75),3.55 (± 0.72)
22,Saudi Arabia,4.76 (± 0.43),1.88 (± 1.25),4.90 (± 0.30),5.00 (± 0.00),4.76 (± 0.59),3.76 (± 0.53)
22,South Africa,4.62 (± 0.70),3.82 (± 1.33),4.00 (± 0.00),5.00 (± 0.00),4.14 (± 0.71),3.92 (± 0.45)
22,Switzerland,4.61 (± 0.70),4.00 (± 1.73),4.06 (± 0.24),5.00 (± 0.00),3.22 (± 1.00),3.58 (± 0.58)
22,UAE,4.63 (± 0.49),4.09 (± 1.58),4.84 (± 0.37),5.00 (± 0.00),4.58 (± 0.55),3.73 (± 0.57)
23,Argentina,4.46 (± 0.65),2.00 (± 1.26),4.00 (± 0.00),5.00 (± 0.00),4.06 (± 0.54),3.36 (± 0.56)
23,Belgium,4.30 (± 0.58),1.60 (± 1.34),3.98 (± 0.14),4.40 (± 0.49),3.88 (± 0.59),3.54 (± 0.61)
23,Chile,4.51 (± 0.71),1.64 (± 1.43),4.00 (± 0.00),5.00 (± 0.00),3.85 (± 0.88),3.36 (± 0.48)
23,Colombia,4.50 (± 0.68),3.12 (± 1.89),4.00 (± 0.00),5.00 (± 0.00),4.36 (± 0.67),3.52 (± 0.50)
23,Egypt,4.58 (± 0.61),3.50 (± 1.73),4.00 (± 0.00),5.00 (± 0.00),4.31 (± 0.57),3.72 (± 0.57)
23,France,4.38 (± 0.70),1.67 (± 1.32),4.00 (± 0.00),5.00 (± 0.00),4.03 (± 0.67),3.29 (± 0.46)
23,Ireland,4.60 (± 0.61),3.33 (± 1.87),4.00 (± 0.00),5.00 (± 0.00),3.85 (± 0.77),3.38 (± 0.49)
23,Japan,4.76 (± 0.43),3.00 (± nan0),4.00 (± 0.00),5.00 (± 0.00),4.16 (± 0.61),3.34 (± 0.56)
23,Kenya,4.51 (± 0.62),2.33 (± 2.31),4.00 (± 0.00),5.00 (± 0.00),4.12 (± 0.46),3.80 (± 0.61)
23,Mexico,4.62 (± 0.49),2.60 (± 2.19),4.00 (± 0.20),5.00 (± 0.00),4.06 (± 0.91),3.32 (± 0.51)
23,Morocco,4.62 (± 0.53),2.40 (± 1.84),3.98 (± 0.14),5.00 (± 0.00),4.22 (± 0.67),3.66 (± 0.48)
23,New Zealand,4.42 (± 0.61),2.33 (± 1.75),4.00 (± 0.00),5.00 (± 0.00),4.15 (± 0.43),3.40 (± 0.53)
23,Nigeria,4.49 (± 0.58),3.38 (± 2.00),4.02 (± 0.14),5.00 (± 0.00),4.23 (± 0.58),3.44 (± 0.54)
23,Peru,4.61 (± 0.61),1.00 (± 0.00),3.98 (± 0.14),5.00 (± 0.00),4.14 (± 0.72),3.32 (± 0.51)
23,Russia,4.35 (± 0.66),2.50 (± 2.07),4.02 (± 0.14),5.00 (± 0.00),3.85 (± 0.94),3.32 (± 0.65)
23,Saudi Arabia,4.38 (± 0.70),2.40 (± 1.95),4.00 (± 0.00),5.00 (± 0.00),4.41 (± 0.55),3.52 (± 0.50)
23,South Africa,4.52 (± 0.68),3.21 (± 1.65),3.98 (± 0.14),5.00 (± 0.00),3.83 (± 0.75),3.65 (± 0.48)
23,Switzerland,4.38 (± 0.73),1.57 (± 1.51),4.00 (± 0.00),4.98 (± 0.14),3.88 (± 0.64),3.50 (± 0.54)
23,UAE,4.52 (± 0.65),3.25 (± 1.71),4.00 (± 0.20),5.00 (± 0.00),4.47 (± 0.55),3.60 (± 0.49)
24,Argentina,2.47 (± 1.25),3.00 (± 2.83),1.90 (± 0.65),2.00 (± 0.00),2.82 (± 0.52),1.96 (± 0.47)
24,Belgium,2.97 (± 1.15),1.00 (± 0.00),2.06 (± 0.62),2.00 (± 0.00),2.62 (± 0.76),1.92 (± 0.63)
24,Chile,2.34 (± 1.10),1.55 (± 1.29),1.98 (± 0.59),2.00 (± 0.00),2.79 (± 0.58),2.02 (± 0.48)
24,Colombia,2.86 (± 1.32),2.00 (± 1.55),2.02 (± 0.59),2.00 (± 0.00),3.14 (± 0.59),2.04 (± 0.51)
24,Egypt,2.62 (± 1.28),1.60 (± 1.34),1.88 (± 0.69),2.00 (± 0.00),3.44 (± 0.66),1.94 (± 0.62)
24,France,2.81 (± 1.31),1.00 (± 0.00),1.54 (± 0.50),1.98 (± 0.14),2.65 (± 0.85),2.15 (± 0.55)
24,Ireland,2.94 (± 1.24),2.17 (± 1.83),1.86 (± 0.67),2.00 (± 0.00),2.65 (± 0.65),2.06 (± 0.69)
24,Japan,2.82 (± 1.24),1.67 (± 1.21),2.00 (± 0.67),2.00 (± 0.00),2.97 (± 0.86),2.12 (± 0.56)
24,Kenya,3.00 (± 1.17),1.00 (± 0.00),2.23 (± 0.58),2.00 (± 0.00),3.14 (± 0.69),2.11 (± 0.63)
24,Mexico,3.00 (± 1.12),1.00 (± 0.00),2.18 (± 0.60),2.00 (± 0.00),2.94 (± 0.73),2.25 (± 0.64)
24,Morocco,2.68 (± 1.04),2.50 (± 1.76),2.16 (± 0.62),2.00 (± 0.00),3.23 (± 0.91),1.92 (± 0.64)
24,New Zealand,2.62 (± 1.03),1.83 (± 1.33),1.64 (± 0.63),2.00 (± 0.00),2.79 (± 0.86),2.15 (± 0.42)
24,Nigeria,3.03 (± 1.42),1.67 (± 1.63),2.08 (± 0.75),2.00 (± 0.00),2.95 (± 0.66),2.13 (± 0.50)
24,Peru,2.56 (± 1.13),1.60 (± 1.34),2.08 (± 0.70),2.00 (± 0.00),2.92 (± 0.65),2.15 (± 0.58)
24,Russia,2.80 (± 1.38),1.86 (± 1.57),1.90 (± 0.68),2.00 (± 0.00),3.19 (± 0.54),2.02 (± 0.59)
24,Saudi Arabia,3.24 (± 1.30),2.25 (± 1.83),2.00 (± 0.81),2.00 (± 0.00),3.71 (± 0.78),1.69 (± 0.59)
24,South Africa,3.02 (± 1.19),2.20 (± 1.64),2.06 (± 0.59),2.00 (± 0.00),3.08 (± 0.55),2.26 (± 0.53)
24,Switzerland,2.80 (± 1.14),1.86 (± 1.57),1.86 (± 0.73),2.00 (± 0.00),2.54 (± 0.66),1.80 (± 0.61)
24,UAE,2.83 (± 1.25),1.00 (± 0.00),2.16 (± 0.77),2.00 (± 0.00),3.48 (± 0.76),2.23 (± 0.72)
25,Argentina,4.69 (± 0.47),3.25 (± 1.75),4.10 (± 0.36),5.00 (± 0.00),4.16 (± 0.59),4.54 (± 0.61)
25,Belgium,4.60 (± 0.57),4.00 (± 1.41),4.12 (± 0.33),5.00 (± 0.00),3.95 (± 0.75),4.06 (± 0.47)
25,Chile,4.72 (± 0.50),2.12 (± 1.64),4.08 (± 0.27),5.00 (± 0.00),4.38 (± 0.54),4.30 (± 0.58)
25,Colombia,4.63 (± 0.70),1.80 (± 1.79),4.26 (± 0.44),5.00 (± 0.00),4.19 (± 0.55),4.44 (± 0.58)
25,Egypt,4.60 (± 0.57),1.33 (± 0.89),4.20 (± 0.40),5.00 (± 0.00),4.27 (± 0.45),4.24 (± 0.56)
25,France,4.79 (± 0.50),1.70 (± 1.49),4.08 (± 0.27),5.00 (± 0.00),4.12 (± 0.56),4.20 (± 0.50)
25,Ireland,4.78 (± 0.47),1.25 (± 0.50),4.10 (± 0.30),5.00 (± 0.00),4.31 (± 0.72),4.04 (± 0.83)
25,Japan,4.68 (± 0.68),1.80 (± 1.79),4.26 (± 0.44),5.00 (± 0.00),4.00 (± 0.44),4.16 (± 0.55)
25,Kenya,4.84 (± 0.42),2.14 (± 1.95),4.23 (± 0.43),5.00 (± 0.00),4.34 (± 0.52),4.69 (± 0.62)
25,Mexico,4.72 (± 0.50),2.20 (± 1.79),4.10 (± 0.36),5.00 (± 0.00),4.28 (± 0.70),4.37 (± 0.78)
25,Morocco,4.80 (± 0.46),2.00 (± 1.55),4.32 (± 0.47),5.00 (± 0.00),4.33 (± 0.61),4.14 (± 0.61)
25,New Zealand,4.84 (± 0.37),3.57 (± 1.81),4.16 (± 0.37),5.00 (± 0.00),4.05 (± 0.62),4.32 (± 0.62)
25,Nigeria,4.72 (± 0.45),1.00 (± 0.00),4.06 (± 0.24),5.00 (± 0.00),4.26 (± 0.50),4.43 (± 0.54)
25,Peru,4.76 (± 0.43),1.64 (± 1.43),4.16 (± 0.37),5.00 (± 0.00),4.00 (± 0.61),4.14 (± 0.76)
25,Russia,4.74 (± 0.49),1.50 (± 1.00),4.14 (± 0.35),5.00 (± 0.00),3.54 (± 1.10),4.10 (± 0.46)
25,Saudi Arabia,4.60 (± 0.61),1.71 (± 1.25),4.42 (± 0.50),5.00 (± 0.00),4.49 (± 0.51),4.26 (± 0.56)
25,South Africa,4.76 (± 0.43),2.33 (± 1.75),4.12 (± 0.33),5.00 (± 0.00),4.02 (± 0.55),4.63 (± 0.57)
25,Switzerland,4.83 (± 0.38),2.57 (± 1.51),4.06 (± 0.24),5.00 (± 0.00),3.83 (± 0.57),4.69 (± 0.51)
25,UAE,4.78 (± 0.46),2.18 (± 1.83),4.42 (± 0.50),5.00 (± 0.00),4.37 (± 0.49),4.58 (± 0.50)
26,Argentina,3.86 (± 1.12),2.38 (± 1.92),3.18 (± 0.39),3.96 (± 0.20),3.68 (± 0.90),3.02 (± 0.51)
26,Belgium,3.54 (± 1.22),3.00 (± 1.91),3.68 (± 0.47),4.00 (± 0.00),3.47 (± 0.91),3.16 (± 0.51)
26,Chile,3.58 (± 1.33),1.00 (± 0.00),3.20 (± 0.49),3.76 (± 0.56),3.50 (± 0.57),3.00 (± 0.53)
26,Colombia,3.67 (± 1.26),2.83 (± 2.04),3.16 (± 0.42),3.56 (± 0.79),3.47 (± 0.74),2.94 (± 0.44)
26,Egypt,3.65 (± 1.18),2.00 (± 2.00),3.06 (± 0.24),2.80 (± 0.95),3.61 (± 0.73),2.96 (± 0.50)
26,France,3.80 (± 1.23),1.50 (± 1.07),3.60 (± 0.49),4.00 (± 0.00),3.53 (± 0.84),2.92 (± 0.49)
26,Ireland,4.04 (± 1.03),1.50 (± 1.41),3.24 (± 0.43),4.00 (± 0.00),3.40 (± 0.81),3.12 (± 0.52)
26,Japan,3.57 (± 1.22),2.00 (± 2.00),3.02 (± 0.14),4.00 (± 0.00),3.56 (± 0.76),3.00 (± 0.45)
26,Kenya,3.64 (± 1.21),1.00 (± 0.00),3.18 (± 0.39),2.08 (± 0.34),3.38 (± 0.64),3.20 (± 0.40)
26,Mexico,3.86 (± 1.21),1.43 (± 0.79),3.30 (± 0.46),4.00 (± 0.00),3.31 (± 0.89),2.92 (± 0.58)
26,Morocco,3.92 (± 1.08),1.00 (± 0.00),3.12 (± 0.33),2.04 (± 0.20),3.42 (± 0.83),3.12 (± 0.44)
26,New Zealand,3.54 (± 1.03),1.60 (± 0.89),3.42 (± 0.50),4.00 (± 0.00),3.47 (± 0.65),3.00 (± 0.41)
26,Nigeria,3.72 (± 1.16),3.20 (± 2.05),3.10 (± 0.30),2.16 (± 0.51),3.56 (± 0.72),3.22 (± 0.46)
26,Peru,3.86 (± 0.90),1.00 (± 0.00),3.30 (± 0.46),3.68 (± 0.74),3.46 (± 0.75),3.20 (± 0.50)
26,Russia,3.76 (± 1.19),1.00 (± 0.00),3.02 (± 0.14),4.00 (± 0.00),3.21 (± 0.86),3.00 (± 0.61)
26,Saudi Arabia,3.31 (± 1.45),3.40 (± 2.19),3.00 (± 0.20),2.00 (± 0.00),2.92 (± 0.77),2.96 (± 0.56)
26,South Africa,3.65 (± 1.16),3.17 (± 1.72),3.10 (± 0.30),3.88 (± 0.44),3.52 (± 0.76),3.20 (± 0.46)
26,Switzerland,3.90 (± 1.18),3.00 (± 2.31),3.14 (± 0.35),2.42 (± 0.73),3.26 (± 0.89),2.96 (± 0.54)
26,UAE,3.56 (± 1.21),2.56 (± 1.88),3.10 (± 0.30),2.00 (± 0.00),3.19 (± 0.78),3.04 (± 0.49)
27,Argentina,4.78 (± 0.47),2.83 (± 2.04),4.08 (± 0.27),5.00 (± 0.00),4.10 (± 0.79),3.90 (± 0.51)
27,Belgium,4.66 (± 0.52),2.33 (± 2.31),4.04 (± 0.20),4.96 (± 0.20),3.96 (± 0.67),3.88 (± 0.63)
27,Chile,4.76 (± 0.48),3.00 (± 1.91),4.08 (± 0.27),5.00 (± 0.00),4.18 (± 0.50),3.72 (± 0.54)
27,Colombia,4.82 (± 0.39),2.08 (± 1.24),4.24 (± 0.43),5.00 (± 0.00),4.00 (± 0.39),3.92 (± 0.61)
27,Egypt,4.80 (± 0.49),3.67 (± 2.31),4.10 (± 0.30),5.00 (± 0.00),4.11 (± 0.66),3.92 (± 0.60)
27,France,4.82 (± 0.44),2.33 (± 2.31),4.06 (± 0.24),4.92 (± 0.27),4.13 (± 0.52),3.74 (± 0.66)
27,Ireland,4.66 (± 0.48),2.86 (± 1.86),4.04 (± 0.20),4.98 (± 0.14),3.95 (± 0.69),3.69 (± 0.68)
27,Japan,4.72 (± 0.50),3.57 (± 1.81),4.20 (± 0.40),4.88 (± 0.33),4.17 (± 0.38),3.56 (± 0.67)
27,Kenya,4.84 (± 0.37),3.62 (± 1.77),4.10 (± 0.31),5.00 (± 0.00),4.15 (± 0.54),3.88 (± 0.48)
27,Mexico,4.76 (± 0.43),3.40 (± 1.52),4.14 (± 0.35),5.00 (± 0.00),3.93 (± 0.72),3.44 (± 0.61)
27,Morocco,4.79 (± 0.41),2.17 (± 1.83),4.14 (± 0.35),4.98 (± 0.14),3.95 (± 0.69),3.60 (± 0.64)
27,New Zealand,4.73 (± 0.53),3.00 (± 1.90),4.00 (± 0.00),5.00 (± 0.00),4.03 (± 0.50),3.90 (± 0.54)
27,Nigeria,4.80 (± 0.45),1.67 (± 1.63),4.04 (± 0.20),5.00 (± 0.00),4.11 (± 0.39),3.98 (± 0.47)
27,Peru,4.82 (± 0.44),2.40 (± 1.95),4.22 (± 0.42),5.00 (± 0.00),3.91 (± 0.81),3.54 (± 0.58)
27,Russia,4.65 (± 0.66),2.67 (± 1.86),4.42 (± 0.50),5.00 (± 0.00),3.85 (± 0.83),3.80 (± 0.64)
27,Saudi Arabia,4.64 (± 0.63),1.00 (± 0.00),4.64 (± 0.48),5.00 (± 0.00),4.25 (± 0.54),3.84 (± 0.59)
27,South Africa,4.72 (± 0.57),3.33 (± 2.08),4.00 (± 0.00),4.98 (± 0.14),3.95 (± 0.70),3.88 (± 0.44)
27,Switzerland,4.67 (± 0.55),2.60 (± 1.82),4.02 (± 0.14),4.98 (± 0.14),4.07 (± 0.41),3.78 (± 0.55)
27,UAE,4.74 (± 0.44),2.90 (± 2.02),4.26 (± 0.44),5.00 (± 0.00),4.50 (± 0.51),4.04 (± 0.53)
28,Argentina,4.73 (± 0.49),2.38 (± 1.92),4.02 (± 0.14),5.00 (± 0.00),4.00 (± 0.80),3.50 (± 0.54)
28,Belgium,4.65 (± 0.60),3.21 (± 1.96),4.00 (± 0.00),5.00 (± 0.00),3.70 (± 0.61),3.80 (± 0.50)
28,Chile,4.69 (± 0.55),3.67 (± 1.50),4.00 (± 0.00),5.00 (± 0.00),4.08 (± 0.49),3.42 (± 0.57)
28,Colombia,4.74 (± 0.49),3.64 (± 1.78),4.08 (± 0.27),5.00 (± 0.00),4.15 (± 0.43),3.74 (± 0.53)
28,Egypt,4.69 (± 0.51),3.83 (± 1.75),4.06 (± 0.31),5.00 (± 0.00),4.03 (± 0.69),3.72 (± 0.50)
28,France,4.71 (± 0.46),3.33 (± 1.94),4.02 (± 0.14),5.00 (± 0.00),3.69 (± 0.71),3.67 (± 0.52)
28,Ireland,4.84 (± 0.37),3.71 (± 1.65),4.02 (± 0.14),5.00 (± 0.00),3.76 (± 0.50),3.44 (± 0.58)
28,Japan,4.54 (± 0.50),3.29 (± 1.73),4.00 (± 0.00),5.00 (± 0.00),3.85 (± 0.62),3.68 (± 0.71)
28,Kenya,4.80 (± 0.40),2.69 (± 1.80),4.00 (± 0.00),5.00 (± 0.00),4.36 (± 0.59),4.08 (± 0.49)
28,Mexico,4.86 (± 0.35),3.73 (± 1.79),4.10 (± 0.30),5.00 (± 0.00),4.26 (± 0.51),3.58 (± 0.70)
28,Morocco,4.53 (± 0.58),3.36 (± 1.91),4.04 (± 0.20),5.00 (± 0.00),4.03 (± 0.78),3.48 (± 0.54)
28,New Zealand,4.78 (± 0.47),3.80 (± 1.57),4.00 (± 0.00),5.00 (± 0.00),3.66 (± 0.71),3.70 (± 0.54)
28,Nigeria,4.74 (± 0.44),3.22 (± 2.11),4.02 (± 0.25),5.00 (± 0.00),4.24 (± 0.58),3.98 (± 0.59)
28,Peru,4.70 (± 0.51),2.89 (± 1.90),4.12 (± 0.33),5.00 (± 0.00),4.19 (± 0.52),3.33 (± 0.55)
28,Russia,4.72 (± 0.45),1.90 (± 1.45),4.14 (± 0.35),5.00 (± 0.00),4.08 (± 0.69),3.42 (± 0.54)
28,Saudi Arabia,4.56 (± 0.58),3.18 (± 1.54),4.34 (± 0.48),5.00 (± 0.00),4.23 (± 0.81),3.76 (± 0.52)
28,South Africa,4.71 (± 0.61),3.44 (± 1.94),4.00 (± 0.00),5.00 (± 0.00),4.03 (± 0.53),3.98 (± 0.32)
28,Switzerland,4.62 (± 0.49),3.14 (± 2.04),3.98 (± 0.14),5.00 (± 0.00),3.21 (± 0.62),3.78 (± 0.51)
28,UAE,4.52 (± 0.71),3.18 (± 2.09),4.12 (± 0.33),5.00 (± 0.00),4.08 (± 0.58),3.94 (± 0.37)
29,Argentina,2.66 (± 1.55),2.33 (± 1.75),3.98 (± 0.14),4.00 (± 0.00),3.95 (± 0.46),3.82 (± 0.44)
29,Belgium,3.56 (± 1.47),2.00 (± 1.73),3.90 (± 0.30),4.00 (± 0.00),3.47 (± 1.08),3.90 (± 0.36)
29,Chile,2.69 (± 1.58),3.00 (± 2.11),4.00 (± 0.00),4.00 (± 0.00),3.83 (± 0.86),3.70 (± 0.54)
29,Colombia,3.49 (± 1.31),2.10 (± 1.52),4.00 (± 0.00),4.00 (± 0.00),3.94 (± 0.64),3.82 (± 0.57)
29,Egypt,3.98 (± 1.16),2.12 (± 1.64),4.04 (± 0.20),5.00 (± 0.00),4.00 (± 0.66),4.04 (± 0.40)
29,France,3.41 (± 1.38),3.71 (± 1.50),3.94 (± 0.24),4.00 (± 0.00),3.65 (± 0.79),3.66 (± 0.48)
29,Ireland,2.44 (± 1.51),2.00 (± 1.73),3.78 (± 0.42),4.00 (± 0.00),3.60 (± 0.70),3.55 (± 0.50)
29,Japan,4.41 (± 0.76),3.00 (± 1.90),4.00 (± 0.20),5.00 (± 0.00),3.90 (± 0.94),3.80 (± 0.61)
29,Kenya,3.94 (± 1.00),3.33 (± 2.08),4.00 (± 0.00),4.00 (± 0.00),3.94 (± 0.86),3.92 (± 0.40)
29,Mexico,3.38 (± 1.34),2.67 (± 1.53),4.02 (± 0.14),4.76 (± 0.43),4.19 (± 0.64),3.68 (± 0.55)
29,Morocco,3.69 (± 1.31),1.44 (± 1.33),3.98 (± 0.14),4.24 (± 0.43),3.86 (± 0.73),3.86 (± 0.35)
29,New Zealand,2.35 (± 1.39),2.11 (± 1.76),3.94 (± 0.31),4.00 (± 0.00),3.52 (± 0.57),3.70 (± 0.51)
29,Nigeria,3.80 (± 1.12),2.83 (± 1.95),4.02 (± 0.14),4.02 (± 0.14),4.35 (± 0.54),3.98 (± 0.51)
29,Peru,2.88 (± 1.48),1.14 (± 0.38),4.02 (± 0.14),4.00 (± 0.00),4.02 (± 0.63),3.40 (± 0.49)
29,Russia,4.27 (± 1.04),2.00 (± 1.51),4.02 (± 0.14),5.00 (± 0.00),3.84 (± 0.73),3.76 (± 0.48)
29,Saudi Arabia,4.50 (± 0.74),2.14 (± 1.95),4.38 (± 0.49),5.00 (± 0.00),4.43 (± 0.81),3.86 (± 0.53)
29,South Africa,3.27 (± 1.40),1.89 (± 1.76),3.98 (± 0.14),4.00 (± 0.00),3.97 (± 0.38),3.88 (± 0.44)
29,Switzerland,3.44 (± 1.43),1.44 (± 1.33),3.94 (± 0.24),4.00 (± 0.00),3.50 (± 0.81),3.82 (± 0.44)
29,UAE,4.38 (± 0.92),2.92 (± 1.89),4.00 (± 0.00),5.00 (± 0.00),4.14 (± 0.81),4.08 (± 0.40)
30,Argentina,3.80 (± 0.97),1.57 (± 1.51),3.86 (± 0.35),3.76 (± 0.43),3.42 (± 0.75),3.12 (± 0.33)
30,Belgium,3.58 (± 1.20),1.80 (± 1.79),3.60 (± 0.49),3.52 (± 0.54),3.36 (± 0.67),3.12 (± 0.33)
30,Chile,3.31 (± 1.21),1.50 (± 1.00),3.82 (± 0.44),4.00 (± 0.00),3.54 (± 0.64),3.10 (± 0.30)
30,Colombia,3.74 (± 1.12),3.11 (± 2.03),3.94 (± 0.31),4.00 (± 0.00),3.74 (± 0.63),3.26 (± 0.44)
30,Egypt,3.65 (± 1.00),1.83 (± 1.33),3.90 (± 0.30),4.00 (± 0.00),3.68 (± 0.60),3.16 (± 0.37)
30,France,3.50 (± 1.22),1.43 (± 1.13),3.62 (± 0.49),4.00 (± 0.20),3.38 (± 0.71),3.14 (± 0.35)
30,Ireland,4.06 (± 0.98),1.00 (± 0.00),3.86 (± 0.35),4.00 (± 0.00),3.38 (± 0.74),3.08 (± 0.27)
30,Japan,3.80 (± 0.93),1.50 (± 1.00),3.64 (± 0.53),4.00 (± 0.00),3.49 (± 0.56),3.10 (± 0.30)
30,Kenya,3.72 (± 1.05),1.00 (± 0.00),3.77 (± 0.43),4.00 (± 0.00),3.71 (± 0.57),3.10 (± 0.31)
30,Mexico,3.78 (± 1.17),1.44 (± 1.33),3.94 (± 0.24),4.00 (± 0.00),3.76 (± 0.50),3.22 (± 0.47)
30,Morocco,3.88 (± 0.82),2.00 (± 1.73),3.90 (± 0.30),4.00 (± 0.00),3.50 (± 0.93),3.30 (± 0.54)
30,New Zealand,3.70 (± 1.04),2.71 (± 1.70),3.70 (± 0.46),4.00 (± 0.00),3.51 (± 0.51),3.12 (± 0.33)
